ID,Name,Country,Type_of_Content,Average_Views,Revenue,Primary_Game
pf4g9h0y05ml51aatn209qvwas1udjoa,Robin Brown,Australia,Long Form,857802,321.51,No Longer Home
dk9vabrffeddi2pjqhi4dgargm0pofq4,Ashley Lewis,United Kingdom,Short Form,9553223,2592.33,Nioh 2 – The Complete Edition
x5v4fozyige6fegyu3yjkfmcbe174faj,Melissa Taylor,United States,Blogger,940407,279.31,Unbound: Worlds Apart
9qz7nsq24l7hws13u87m8htfzb49az3o,Auguste Étienne,France,Short Form,4772,0.46,Rise of the Tomb Raider: 20 Year Celebration
g14ecpel03xxk8xx6w0xg3pl6tdvemd3,Birgit Johansson,Sweden,Long Form,25573,9.21,Assassin’s Creed® Valhalla + Immortals Fenyx Rising™ Bundle
kjxwyq6yc7bzyeemjnfrjk5s5tdrirpn,Veronica Diaz,United States,Short Form,6329,2.11,Offworld Trading Company
gs53r1roheodqspfgzzkvj077qrksvbf,Timothy Wilson,United States,Blogger,137010,22.66,Production Line
49gs5zp4g56889y8b8qtj3xvc1jusub0,Edward West,United Kingdom,Long Form,16459,3.27,Batman Arkham City Game of the Year Edition
46wysirrk1rd1zm4ix4zcrhyqnrm31sl,Severiano Cisneros-Bellido,Spain,LiveStreamer,576973,119.49,Beasts of Maravilla Island
maax4jzmmb9erotp8rnn797v8okqkaob,Marcio Puga Tejero,Spain,Short Form,36195,7.18,SUPERHOT: Mind Control Delete
pt7ivbtxdmb1nemll1ngcosx57gkn3vb,Saar Rotteveel,Netherlands,Short Form,49283,6.78,Poly Bridge 2
q4ud86d04j8dcvkfkf2n94h7996guk80,Craig Mills,United Kingdom,Blogger,18896,3.36,The Longest Road on Earth
wop7lenb0r84ujmkoghc99hzyzte8btq,Kwon Min-jun,South Korea,LiveStreamer,3202,1.41,Tom Clancy's Ghost Recon Wildlands Standard Edition
jkuuhclrr6z3dxb3n27m5p7e1047wwbs,Krzysztof Nijak,Poland,Short Form,133707,7.62,Those Who Remain
oa46qltf62ab28vmhiyq8uyfregpr2h5,Monica Reeves,United States,Blogger,78210,8.95,Shakedown - Hawaii
ovnnyjr2da85mxane7kxfvgvnm1c0ykr,Takahashi Yumi,Japan,Short Form,683903,209.16,Against the Storm
sryf2s5yyevkencpon439er2m46j6vsc,Mona Ziegert,Germany,Short Form,4355516,582.98,Doki Doki Literature Club Plus!
od1vk6j1u5vocjgbrqe0uifu8vw5c4z6,Jonathan Warner,United States,Blogger,867148,212.49,Darksiders Warmastered Edition
5ljm6c7luvcthbzokiyg190feqqhc5s8,Deborah Clark,United States,Long Form,27111,7.17,The Colonists
jjz858o0j3t8ufhzyw2k2ykkmx220klz,Park Seo-yeon,South Korea,Long Form,214973,27.9,N0va Desktop
ryjajz6wq5i2jcgo0j9pbwmpqmh5u8c2,Choi Min-jun,South Korea,Short Form,36369,4.99,Secret Government
abmu8jf9dw99d2n5fzmltbic8ckwcwbn,Michelle Lawson,United States,LiveStreamer,76284,40.1,Roguebook
ucuxe5r4boobp5cujexu4qvydukpuwyt,Keya Dyal,India,Short Form,121080,27.14,House Flipper
22lnl5yhcmdcv7aenrioubb5g9lf52p9,Andre Juarez,Australia,Short Form,114054,12.63,Pathfinder: Kingmaker - Enhanced Plus Edition
j254i98xhdy2mb6exh3aup6mcg7twhoi,Vincent Caron,France,Short Form,527430,115.12,Ruined King: A League of Legends Story™
hvwzn078c74tulaojqyo7rw5nynysy6e,Mr Mark French,United Kingdom,Long Form,140133,36.83,ELEX
4f55qejcac3uy718mnp3vodqyw81hzyt,Benthe van Emmelen,Netherlands,Long Form,745884,194.11,Overcooked
ezh1u9c245o7o7gri9etmo11if24hyg1,Dr Harry Edwards,United Kingdom,LiveStreamer,14624,5.77,Evan's Remains
o08ne4xlwg9ay22d1b3po4qu280wc84a,Ms Julia Storey,United Kingdom,Long Form,45078,19.11,Stubbs the Zombie in Rebel Without a Pulse
fgzptnyofdkw3olobmc14orkepgzhk8x,Alexis Smith,Australia,Blogger,23482,2.17,Super Meat Boy Forever
tgpc3amqjza7ixxmktlsu8iay3ky1b9z,Nora van der Maath,Netherlands,Long Form,1790,0.32,Among the Sleep - Enhanced Edition
6fmxc7wq1hyh6mlno1e0wxdmtdo9i21l,Alan Jędral,Poland,Short Form,24843,5.24,Train Sim World® 2
fitguktq5smvvbjb1jven2z7mb41g877,Martino Tolentino-Tommaseo,Italy,LiveStreamer,11795,3.73,SpellForce 3: Fallen God
0bd1n5frrvjnd98a1ywgd63uzwungtbk,Kwon Ji-hoon,South Korea,Short Form,614614,95.92,Ranch Simulator
ok0y0365mkri2k5esv2fk3qu7tg2myax,Joseph Park,United States,Long Form,19321,4.94,Magic: The Gathering Arena
2tz8asiwtfk8ec20rjfs8padpz328uee,Ganga Narain,India,Blogger,218952,16.34,Ticket to Ride
72bwltbs03jblgfhsw3lvjy1aborc2zu,Mr Jamie Jones,United Kingdom,Blogger,3217,0.56,Pikuniku
u5x012grdmt28ll6dowx1h4rmpnfgagl,Conrado Gregorio Tomas Campillo,Spain,Short Form,34169,5.03,SOMA
dvgoni9hilznkq5a36e1jqqxf2a8jc3m,Hwang Ji-woo,South Korea,Long Form,194651,78.22,Costume Quest
8iihcv72qnqgtnrtml50dukly0oud7dc,Ignazio Iacobucci,Italy,Long Form,172906,35.05,Ashwalkers
kejp5k7917xfh41a68t2a3ah7u0s3kdz,Kari Johnson,United States,LiveStreamer,8860,4.66,Bee Simulator
boci4ue8s0i7kxs8fpt2hfsyy3syaj8s,Frau Constance Gumprich B.Sc.,Germany,Short Form,104064,17.99,Ancient Enemy
iec1g7h6jjlvwgj9y56ca037ff5hvv7f,Tanaka Kaori,Japan,Short Form,24870,3.19,Undying
b1c9gp1x1pjlaby2owosiwuejty4c37n,Watanabe Akira,Japan,Blogger,390093,51.33,Journey
k3ugw0u1jl4zrxxjtokmp4b19i3xd35q,Yamamoto Naomi,Japan,Short Form,220803,44.66,Bridge Constructor: The Walking Dead
4bn0wkl036ruvq2o61o56xdiokxdlixq,Brittany Bolton,United States,Short Form,1488593,266.3,Brave
qcwog1c979yr1lge5mcxhwr7yhenmble,Juliette-Anastasie Pages,France,LiveStreamer,43161,13.4,Going Medieval
k6s2pn0npiqjpbofo7puk6cmwsh0wfwo,Veronica Silva,United States,LiveStreamer,120610,39.69,Transistor
gjurizr98w5gwmryazj6wuopz2lntjyi,Miroslawa Thies,Germany,Short Form,834306,115.62,God's Trigger
me6psrb6y2s79vicmnia2y7vfhpd6vq8,Charlie Robertson,United Kingdom,Long Form,1578,0.21,This Is The Police 2
kpx4vm2tyukt43uy3xdojyyro8k293d1,Kurt Herrmann,Germany,Blogger,769099,145.74,Operencia: The Stolen Sun
iwpvys1r02iqpz502xuua5fjtdti1qwd,Watanabe Hiroshi,Japan,Blogger,5097665,681.49,The Tenants
ap4teq6g7q0q6fv7rjce9k8fh33djn4t,Anthony Smith,United Kingdom,Long Form,229155,62.33,In Sound Mind
1cb8txcca3u6d8e8o2v9wqa6b437jfqm,Beth Rojas,United States,Blogger,684452,97.77,Haven
lwgwmjhc1c7y25dj2rns62l56ipirfvt,Natália Ferreira,Brazil,Short Form,6625,0.79,Hypnospace Outlaw
k9hznulksoq87hbyulmsqzd8e9krpjqy,Daniel Rodriguez,United States,Long Form,90133,26.02,VALORANT
zc0yosqn285tzv9zp3c330bo7wp2d41u,Judith Johnson-Simmons,United Kingdom,Long Form,367214,84.58,Days Gone
e81xctqra3jkp79yio0emkcthgymgt7e,Richard Jenkins,United States,LiveStreamer,9893111,2512.53,Backbone
7yfp3ohiuy9azlso33pzlxeklrm0aeyy,Robert Leclercq,France,LiveStreamer,218379,71.43,Encased
8aetgzj0z1g9c38hsyuw8lz1d23872jq,Anders Berg,Sweden,Short Form,45014,11.26,Mafia: Definitive Edition
lm7yfwpqrzybgp2vqb6n0yhyob4mekp6,Allison Gross,Australia,Short Form,4942454,1300.35,Neurodeck
64anck8l9yu0tymf9sufyuudxf0qxjaz,Mark Warren Jr.,United States,Long Form,46246,14.31,Ancestors: The Humankind Odyssey
zn9c56b1ubb25k9qhzgirickwlkwes65,Manuela da Rocha,Brazil,Long Form,153162,23.62,Hand of Fate 2
7sp2y8i0qp0ywkdt4nbe1vjarjkc977s,Jagdish Randhawa,India,Short Form,516809,55.36,A Knights Quest
21nwn4nhl8lgaxgdw2pdj82h283x4nc2,Vilma Mir Sanmartín,Spain,LiveStreamer,5975991,2521.91,Discord
3nlo6gsuknhpnzyvul1s2zh8ni7qxtt4,Lawrence Brooks,United States,Short Form,4101040,1527.89,Supraland
ratlcezi8ubezsd1fimtb6t9by8nhq4h,Anna Rice,United States,Blogger,155828,27.37,Mafia III: Definitive Edition
jplj9a6bko4jqth0tpgok6ufkplpcgbq,Heather Stephens,Australia,Short Form,136875,26.47,Trackmania
enf2st3jwrhbi1s0pyz2zeoegn9d80d7,Eugène Coulon,France,LiveStreamer,38339,14.7,God of War
4yz1iv9h5wy1zpl7psyq2vqtnhj479j1,Balhaar Guha,India,Long Form,38271,6.75,RimWorld
n4rq5j70am1gp8tpo3ampfz61qs3l38z,Karen Booth,United Kingdom,Short Form,213631,38.05,Totally Accurate Battle Simulator
y0nz6zsq65u96xbe9qzjwmjmb747ycpf,Kobayashi Yuko,Japan,Short Form,245573,74.68,Rogue Lords
d48egj7a0kll5znlncj7xzy0uqc4wxef,Kyle Webster-Webb,United Kingdom,Short Form,518172,170.71,The Life and Suffering of Sir Brante
3ncz2zmigfie5d6ko8zs8g6w3cjhtxx3,Matthew Davis PhD,United States,Long Form,688494,178.72,Knight Squad 2
cz75t6xdo7l5dl0ed8a6b3odf76img7z,Hilma Striebitz-Dörr,Germany,Short Form,77230,6.7,DISC ROOM
0nf4sr6a63heczj02ir1malnu6bx0mfr,Lena Nilsson,Sweden,LiveStreamer,527214,206.51,20XX
5mdqlycvwcm8x6w0vy68en1xrh8pzer3,Michelangelo Salandra,Italy,Short Form,6671439,1084.4,Shadowrun Returns
vrjq9he6vb7hfg5lu7pkhel706hoqq0r,Gaja Margol,Poland,Short Form,51672,8.42,Rogue Legacy 2
iibco8jeahdzomqfxen9nsjx4fogx8ir,Kazimierz Kurcz,Poland,Long Form,18950,4.19,The Bridge
0flocj52y8jikmpfqnrh1c5ocy1vl6c3,Azeneth Pizarro,Spain,Long Form,3601882,787.74,Good Company
qwajvickkks30apcjspiyr6p4kgvaz87,Gottfried Tintzmann,Germany,Short Form,7125740,1090.89,Genshin Impact
939s4bpgnouva2utf1askcy0b5xh7g7v,Yamamoto Yuki,Japan,LiveStreamer,676460,139.21,The Jackbox Party Pack 5
6jaeo2neiwseyhphdxx9uhexd638yvua,Dr Frederick Young,United Kingdom,Short Form,22636,4.09,Might & Magic Heroes 3
f9886qy0gx662ola4qt6fvo60owjcw25,Takahashi Hiroshi,Japan,Blogger,6374148,534.56,Arise: A Simple Story
6nw99krwt7x41uaia8gr1nt7faxrqkse,Giuseppina Caboto-Donà,Italy,Blogger,961532,121.83,The Count Lucanor
nsewsbcytjio0uy38td74c0x4mumojem,Yoshita Mander,India,LiveStreamer,104211,10.03,The Big Con
6ir4qg41usvow0b8usieh8a7toteqaiw,Brian Sloan,United States,Short Form,261821,33.54,Human Resource Machine
f9484qijgkms22vxqq6cn4zo3f4zrvdj,Hitesh Nadkarni,India,Long Form,4927183,544.39,The Tenants
rb0fgynsatcqewdw29phbchuat45j69t,Kim Jun-ho,South Korea,Short Form,35995,4.46,As Far As The Eye
5u67skdozyfxfn5lkshrlhmas4k66o1h,Anvi Butala,India,LiveStreamer,859687,103.36,Cyberpunk 2077
4at6toez1fvw3njp3948jpfzyoqjsnur,Janya Mutti,India,LiveStreamer,6463,2.46,Shadowrun: Dragonfall - Director’s Cut
phh5nib0nfoa6jpn6x6hl0fg8ydt2k1v,Joshua Jackson,United States,Blogger,22583,7.29,The Jackbox Party Pack
c4e1sda216yrxm6ioxrhoketz5xfgz73,Aniela Wisła,Poland,Long Form,18492,4.69,theHunter: Call of the Wild™
te2e6apon9zalyhrh1mwhz5bkr4ea9bx,pan Maurycy Folga,Poland,LiveStreamer,221254,73.23,Asemblance: Oversight
bqzrwjxlbwq8962e52k20tvdji1oahno,Ayush Ramachandran,India,Short Form,43412,6.03,SUPERHOT
tqyu46af164ddvxc78hm3rzhjbb8o51d,Nathan Campbell,Australia,LiveStreamer,4297,2.12,Big Pharma
19sg6byhadcbugug17h84tsm6ds4pkbc,Ms Victoria Booth,United Kingdom,Long Form,26817,6.68,Aerial_Knight's Never Yield
4vssruraldol65wvjx8uibrsz1n3iuzg,Simon Cunningham,United Kingdom,Blogger,712463,132.08,Assassins Creed Odyssey Standard Edition
54i91nh1s0tui2qhn4qnq2bd70uo6wjh,Beatriz da Luz,Brazil,LiveStreamer,186536,73.98,Shady Part of Me
cra9r4sncf4og7v39d8wry6ex1w0tdnn,Kelly Ortega,Australia,Short Form,767531,66.62,Relicta
20z0e677mckum88bw69zmq9p7eqfjod8,Dennis Marshall,United States,LiveStreamer,209961,79.79,The Captain
e0ow5m3awojdqi8mrnt7b0b8qm5wak2w,Gérard Lecomte-Picard,France,Short Form,4817629,1367.37,Big Pharma
zirwocqjr6vh5y6ft53l0uej8i7kteka,Clinton Johnson,United States,Short Form,36426,11.5,Battle Chasers: Nightwar
10jhsm6agus9vlmbgcn9l5pmrau5d6to,David Mccarthy,United States,Short Form,163388,45.27,Minit
estl7jmrevk3strrfvsxcvn6vdkiv1zg,Vanessa Miller,United States,LiveStreamer,5023748,1001.9,Swords of Legends Online
fikub7qe8s40zesv6gy3un5dl4jbhnpf,Gunther Jopich,Germany,Short Form,161758,32.03,Ancestors: The Humankind Odyssey
g0mbfhdp64okhr6xqe2l1rxjot5quhe6,Jade Burrows,United Kingdom,Long Form,128415,41.07,Creature in the Well
bta4zxe45db0pbsa64m1bd7ngezk2oxq,Jung Ye-jin,South Korea,LiveStreamer,26784,12.15,HammerHelm
1yhenxtvmciyotnqfrupe3syy6ces3iw,Julia Barroso-Coronado,Spain,Long Form,93644,16.57,KID A MNESIA EXHIBITION
j35yrg29d2ff5l6bspxlseunnrlst548,Sarah Morgan,United States,LiveStreamer,42534,19.71,Torchlight
kuqe08fmld087oizy7n0q87qijjqxt30,Han Ye-jin,South Korea,Long Form,242076,72.63,Cosmic Express
f00jgo4w9f9l785ftpbqnle7h97x1rz6,Lisa Cervantes,United States,Long Form,235685,90.52,The Chameleon
7fjgvmfcwwill353kjjpmeda8n4z9wd5,Ishanvi Nanda,India,LiveStreamer,203325,49.79,Aquanox Deep Descent
z5sczh36hiamjg0d6muw0xecyv8v49wx,Pietra Gomes,Brazil,Short Form,881524,89.78,Assassins Creed Odyssey Standard Edition
a8ubuqjxl31j877oy7nx4hoo8azcifcg,Tanaka Sakura,Japan,LiveStreamer,33571,5.62,Second Extinction™
qtfmismke86bal4afpfg0tvm7j1465r3,Kayla Thompson,United States,Short Form,32084,5.55,The Colonists
9s05glki69zlvseb4rlxq8gkm6dkom91,Rachael Green,United Kingdom,LiveStreamer,157522,33.58,R-Type Final 2
4bigv5qwha1nqsy9gk4j5hx1xhqrjep0,Hwang Dong-hyun,South Korea,Short Form,198049,25.83,Far Cry 2: Standard Edition
zapimx5bl0lb2tztxd62yey4dxuk2h61,Billy Wallace,United States,Long Form,32309,4.42,Backbone
xmipt1amimhn5u3tmgzyht45acecj91z,Keith Chambers,United Kingdom,LiveStreamer,8561983,1464.31,My Time At Portia
q0uivpxe3f0szrdy3ikutcsf73fibsmy,Steven Stewart,United States,Short Form,43348,9.41,Krita
t0z6m9zmxzx3vbgdicookaewf8kpqpjs,Thomas White,United States,LiveStreamer,89068,22.7,Far Cry Primal Standard Edition
e1yayhjcgx27fh7clyj8oqc8a56coc09,Ana Lívia Barbosa,Brazil,Blogger,5131127,375.24,Art of Rally
ti7zc9tppqqk2ft4t2x9jkeyltg6kmdv,Francesca Vigorelli-Foa,Italy,LiveStreamer,105051,35.57,This Is The Police 2
zitksel48ilv6gugkh7r0c5gbr10nxyc,Maureen Bartlett,United Kingdom,Long Form,28104,8.85,Cardpocalypse Standard Edition
dnyehxqyus1sqigszohqcbg9e6ep466q,Miranda Robinson,United States,Long Form,112338,48.62,Kraken Academy
kncmsbwte87ardm8zph9fc69q0pungrr,Guy Glover,United Kingdom,LiveStreamer,445938,190.44,Freedom Fighters
ylimgpk3y8sf4fp4v8z3nd73lp62tmlp,Nicola Preston,United Kingdom,Long Form,690885,232.48,The Vanishing of Ethan Carter
0irsc965qv3q95epqxrv170hagmqp4wg,Herr Hans-Wilhelm Kuhl,Germany,Long Form,11763,2.39,Watch Dogs: Legion Standard Edition
9oqlak7eucz5rmwkm0at3tu00mgtqc7m,Karen Gonzales,Australia,Short Form,24296,6.95,"iHeart: Radio, Music, Podcast‪s‬"
4853xc486dx2flkdocyxnvqoj30pjl5v,Amanda Hines,United States,Blogger,32017,5.18,Milky Way Prince – The Vampire Star
pm5d326a5sf03hdcbbwqf3wgcliga4z8,Lisa Jackson,United States,Long Form,135355,25.83,Overcooked
84j3yrlr0ac3vm2k519xdfjl4odv361w,Danielle Griffin,United States,LiveStreamer,49782,15.46,Lake
e527psqzn7xbvzr6kfkldf4hra1361bg,Kang Ye-jin,South Korea,LiveStreamer,767317,152.37,Darkest Dungeon®
3c0boh7bswx96mvswidoh6s0xx8oe61g,Helen Myers,United States,Short Form,212567,74.3,Stories Untold
3w0vxmlaairdnqm4k2dy8mxho17rfwsl,Rosalie Hoedemakers,Netherlands,Short Form,931217,160.84,Crayta
wms6d021lygnddg43po4t2j04bgh7d5y,Suzuki Kenji,Japan,Long Form,30669,4.46,The Chameleon
yghghkn12g35yohsra5d2rt1trcswdhd,Patricia Flores,United States,Blogger,22753,4.26,MotoGP™21
8wxqdq851zfszf72334nlx4fr3txjc7i,Maria Norberg,Sweden,LiveStreamer,201128,64.91,Bugsnax
dpu93j21ex4kvhy58pguxfrlfxof56g2,Felisa Enríquez Gascón,Spain,LiveStreamer,706008,170.76,A Good Snowman is Hard to Build
hi0fy357stklgr83f5u5sb1960h04gvn,Rodolfo Marcelino Valero Cal,Spain,Blogger,37963,3.9,Sundered: Eldritch Edition
qkkilge93ektc4x05pa5ghv88v6bxz9c,Stephen Williams,United Kingdom,Long Form,90518,19.07,Luna's Fishing Garden
57xhf9i71a57e8a54hbph1ve8susfh70,James Thomas,United States,LiveStreamer,24487,10.76,The Talos Principle
4iyt1r9ggspajlrcnkc6bbb6f01zlzwd,Omisha Khosla,India,Short Form,13061,2.29,The Vale: Shadow of the Crown
e0jq9rvn97y8xltnvv1gfbchz6puf3ed,Cody Davidson,United States,Blogger,690642,50.44,MechWarrior 5: Mercenaries Standard Edition
t4h8qfdtn0plcfr7cl6p3frb7ei5r8vo,Alfredo Cheda,Italy,Blogger,111634,8.58,Layers of Fear: Masterpiece Edition
d3j12iq6xk507a2890umlf1nuniv3xcs,Choi Seo-yeon,South Korea,Short Form,366851,58.46,Horror Story: Hallowseed
5m14frqbn3677dt1wvf6rolvm6h1xmpk,Megan Rosario,United States,Short Form,6027,1.24,Scavengers
lmi2aq1l5gmpp5enab37jwyza4bwdojq,Chaitaly Prakash,India,Short Form,168328,26.84,Farming Simulator 19
x2lwpl9hmstngtiblshabbbxhb4pxbu4,Mary Conley,Australia,Short Form,104330,19.52,Riders Republic
1l7btk2w3ijc0vhnz6a0u2lsrquzkwhz,Christos Walter-Weitzel,Germany,Short Form,618491,80.99,Sable
7xpb5m10z8m0e592fjfttdp73k5rysif,Barry Simmons,Australia,Short Form,207564,43.12,Destroy All Humans!
ljd84u89yjb1qx6gvwrdmly4lyk83tql,Marco Donoso Hierro,Spain,Short Form,22186,2.07,Everything
ewxrb00xp27j432da1miob93myfnce98,Lisa Campbell,United States,Short Form,25514,7.87,Mothergunship
ip3du25gccfs95110lvjzkdknk26x3cf,Evert Jönsson,Sweden,Short Form,106851,12.78,Neon Abyss
mhmm1heaq8gng464vu66n6xbmvybzhrn,April Alvarez,United States,LiveStreamer,169476,49.7,The Architect: Paris
v9rydvn9zkelz5tozo32tc4t3x1hxe5z,Marie Lamy,France,Long Form,1348,0.24,Empires of the Undergrowth
w4t7camso64vc7ae9duv1fict5mo7gds,Kang Min-jun,South Korea,Long Form,46840,12.62,NEO: The World Ends with You
qsi2fextb7f5hg57zuhfbeggacsqnbb4,Olivia Cole,United States,Blogger,875860,133.61,The Stanley Parable
12ehzdbf1bafsviol3hwrm1xl1xs3qer,Park Dong-hyun,South Korea,LiveStreamer,7888,2.68,Scott Pilgrim vs. The World: The Game – Complete Edition
iex9zxlv0ffwnmzv21lxyigbv61igq2d,Unni Mukhopadhyay,India,Short Form,47175,6.82,Totally Accurate Battle Simulator
ojpsuukxf1gjiy0jrk5d9f5zrxmhw9d5,Paul Cabrera,United States,Long Form,37446,7.32,Shadowrun Trilogy
7iaxuondbd9ys4v1xtw8xysoivserrt8,Melania Gal,Poland,LiveStreamer,20143,2.8,Dice Legacy
m0moqsckp74v6x2vjxv873ebcmikiord,Sig. Micheletto Pederiva,Italy,Blogger,12472,1.5,The Lion's Song
owkbz6hf8w6e1zok1jylv31stlwgkdbs,Ross Rees,United Kingdom,Long Form,221847,56.42,Battle Chasers: Nightwar
rm545wrah4l520f5tvyrg947hmiju05u,Suzuki Kaori,Japan,Short Form,589559,99.99,The Fall
44w99l62lxcpgzr4t5uy8fcws6kahh1l,Jacques Dufour,France,Blogger,24233,2.46,Jaws of Extinction
4gva34e5bcidl8lgh8rfc9vd5so2n333,Prof. Rabea Henk B.Eng.,Germany,Long Form,234559,70.6,Sockventure
tckydug3t10pf1bievhkjmy94zggx6uv,Alma Llanos Fernandez,Spain,Long Form,37258,7.64,Dead by Daylight
ihjupevmy2en6zg8kpxmxsqh9ug0pc7h,Erik Boström,Sweden,Long Form,238462,78.82,Far Cry 3: Blood Dragon
8zd8g8hoqagwessoy5dxn8g1unij4xiz,Baldassare Calvo,Italy,LiveStreamer,118385,52.13,Unbound: Worlds Apart
pvix5kob45ulx2efwr21w7uwquyz3301,Attila Renner,Germany,Short Form,45307,5.18,Curse of the Dead Gods
5fwk2jpkor3a1i10pkap7wr1sheurq7v,Suzanne du Le Gall,France,Short Form,47091,13.73,The Walking Dead: Michonne - A Telltale Miniseries
en1s2ofhbawyqmogbjzeyqqcxzpqkf4v,Jessica Gross,United States,Blogger,96462,13.61,Surviving the Aftermath
s2lci7pb3gyb3o4y61b2v2kharbncq4r,Jeffrey Williams,United Kingdom,LiveStreamer,100613,54.87,Colt Canyon
9k9w1asgloxxiymy8ib67x3igeg44kxu,Ekani Chokshi,India,Short Form,927413,80.07,Dark Deception
enmbm6y1yjkzortsoyogwqi0of4hj0s5,Jean Reed,United States,Short Form,13568,3.38,The Uncertain: Light at the End
l01s5iptkg3eteoji63g9djpzcbxfyf1,Aurélie Bertrand,France,Short Form,59352,7.12,Far Cry
wtrshrbsh103uf8ri3p4g2wdazyw6wey,Lipika Pant,India,LiveStreamer,200042,63.09,Legend of Keepers
fsz4nf15jdo357ny16oahnmoqdp3qoi5,Pranav Balay,India,Long Form,442598,55.18,Curse of the Dead Gods
ltijarta4pn9a7b726ew7lrkht1tglns,Dr Alan Patel,United Kingdom,Short Form,33858,3.13,LEGO® Batman™: The Videogame
smgp0yvpagau8t7zqclo8l5kbts5hrc2,Émilie De Sousa,France,Blogger,103730,9.81,Shadowrun Returns
jldblmc6xkne8ita84dq6xnvelhiymgd,Rosa Nieuwstraten-Zijlemans,Netherlands,Short Form,24554,2.84,Sockventure
ah9atv2wv26rk0et6x1s53ygs0ge5exq,Suzuki Sakura,Japan,Long Form,549937,193.49,2064: Read Only Memories
qbriugnutcwo4wy752i40ct12f0bjiew,Danilo Vigliotti-Branciforte,Italy,Short Form,69045,12.1,Beasts of Maravilla Island
ofe98wp94p4jwr3xuxnb9dssrkfi53ll,Matthew Nelson,United States,LiveStreamer,159911,42.62,Relicta
9hru1int2htsevnpmu2yev3l2obequmw,Eileen Taylor,United States,Blogger,13435,2.54,The Talos Principle
g3yd8ldzo7m8eaz0qn9mj8vljpw7m94y,Puck van der Leek,Netherlands,Blogger,30670,2.25,Cyanide & Happiness - Freakpocalypse (Episode 1)
8xtueugapsxee9k48edud3ynd7kzprd6,Larry Kennedy,United States,Long Form,115167,42.81,Whispers of a Machine
hfbxq4uw0jgqevdm63l952a768o3btg7,Park Jun-ho,South Korea,Blogger,1838,0.22,Detroit: Become Human
xqt9exbtkv0j1m3iymail13ktbnpdtwl,Wesley Green,United States,Short Form,877785,95.93,theHunter: Call of the Wild™
v9pwu1zx20rnz3ef45i1rfpcvnqkluaf,Guy Edwards,United Kingdom,LiveStreamer,18854,4.76,Void Tyrant
3aelgbmdgmsdl6xq7brd8zegc0aql0do,Laura Vasconcelos,Brazil,Short Form,131192,18.67,Alex Kidd in Miracle World DX
5b09oa8qmcz69gkpbnhj2m96tf5dbe7k,Emily Bauer,United States,Blogger,169616,40.45,Drone Racing League®
zcnwh0grfi75f2qdsr1n0glm2h782vne,Samuel Johnson,United States,LiveStreamer,4197191,1093.63,Days of War Map Editor
39ljumhjp4xi5uiish7x4spu4vlns8kv,Christine Love,United States,LiveStreamer,19353,9.39,SLUDGE LIFE
iqaq17ykil8ls2qojfsf5zb7lgieo64c,Dr Robert Hudson,United Kingdom,LiveStreamer,57850,16.24,Path of Exile
q8ru9r75yus90uz22nztl38x2bmhn3q7,Dott. Luciana Scaduto,Italy,Long Form,18657,2.21,KINGDOM HEARTS HD 1.5+2.5 ReMIX
e8yx3aqx7gcthwmobvv2n8p0knghs72d,Kelly Jackson,United States,Long Form,11746,2.7,Little Big Workshop
wwum1ynvxmcahswfvxhfsq26l1w150sh,Elżbieta Proć,Poland,Long Form,24788,4.18,Expeditions: Conquistador
c13pqzyzizqayjbnooqxzykuqr03j6kk,Raymond Carroll,United States,Long Form,40677,12.5,SAMURAI SHODOWN NEOGEO COLLECTION
9azu9pk42ud2dtbzxmuuca7r6d2x6lod,Vincent Bruder,Germany,Long Form,205804,47.19,FOCUS INDIES BUNDLE: Curse of the Dead Gods + Shady Part of Me + Aeon Must Die!
c39gehzyiltx7iga5efs03psvsf7wqh1,Takahashi Takashi,Japan,Short Form,42777,12.15,Battlefield™ 2042
y4tul4u8zmpbe4a3yn5pnnojum6s5fo2,Xavier Julien,France,Short Form,53231,4.84,Buddy Simulator 1984
ypua2sj95krkyn37movgy1y66m8irs3l,Jung Hye-jin,South Korea,Short Form,154066,13.15,Offworld Trading Company
3mg9t9t77j2q8pc0qqae4rkvytqvax0f,Ryan Russell,United Kingdom,Short Form,873186,100.59,Cyberpunk 2077
x696ghskzwr22bi90yc3kdxix5bgavhi,Andrés Aguirre Córdoba,Spain,LiveStreamer,37262,12.31,NBA 2K21
xcb9t65j37bk1onax06hach45byk5zd6,Srta. Isabella Castro,Brazil,Short Form,13480,1.05,Sockventure
et0dy571vxnz0nxu43iedd070en48uac,Melissa Brewer,United States,Short Form,36101,9.75,Super Meat Boy Forever
1hlkeyf4x2ycewlkmviv1os69cjcjcxe,Laurence Lebrun,France,Short Form,12207,2.89,The Walking Dead: Michonne - A Telltale Miniseries
ffz794f91vxa0ju23188pf18qmnx4jdl,Cody Smith,United States,Short Form,8723,3.35,Super Meat Boy Forever
memto2vdsizb25jt3mt2md8w1sagmlf2,Sandalio Rius Alcázar,Spain,Short Form,134931,12.93,Disaster Report 4: Summer Memories
ia91lgakwmrfzjafdegviga7k5dvxq0r,Natalia Salieri,Italy,Short Form,552842,57.55,Idle Champions of the Forgotten Realms
col2r6k5u9onhg2s6uoqn3r6tmjqduvc,Kalina Rolak,Poland,LiveStreamer,886094,241.15,MechWarrior 5: Mercenaries Standard Edition
